,rawContent,caseFolding,cleaning,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_normalized,tweet_tokens_stemmed
875,Game dengan lingkungan toxic untung honor of rings akan rilis ada penggantinya,game dengan lingkungan toxic untung honor of rings akan rilis ada penggantinya,game dengan lingkungan toxic untung honor of rings akan rilis ada penggantinya,"['game', 'dengan', 'lingkungan', 'toxic', 'untung', 'honor', 'of', 'rings', 'akan', 'rilis', 'ada', 'penggantinya']",<FreqDist with 12 samples and 12 outcomes>,"['lingkungan', 'toxic', 'untung', 'honor', 'of', 'rings', 'rilis', 'penggantinya']","['lingkungan', 'toxic', 'untung', 'honor', 'of', 'rings', 'rilis', 'penggantinya']","['lingkung', 'toxic', 'untung', 'honor', 'of', 'rings', 'rilis', 'ganti']"
876,Keren sekal,keren sekal,keren sekal,"['keren', 'sekal']",<FreqDist with 2 samples and 2 outcomes>,"['keren', 'sekal']","['keren', 'sekal']","['keren', 'sekal']"
877,"Mode ofline tolong di kasih mode hard,, easy dan normal terlalu mudah,,tolong di persulit","mode ofline tolong di kasih mode hard,, easy dan normal terlalu mudah,,tolong di persulit",mode ofline tolong di kasih mode hard easy dan normal terlalu mudah tolong di persulit,"['mode', 'ofline', 'tolong', 'di', 'kasih', 'mode', 'hard', 'easy', 'dan', 'normal', 'terlalu', 'mudah', 'tolong', 'di', 'persulit']",<FreqDist with 12 samples and 15 outcomes>,"['ofline', 'hard', 'easy', 'normal', 'mudah', 'persulit']","['ofline', 'hard', 'easy', 'normal', 'mudah', 'persulit']","['ofline', 'hard', 'easy', 'normal', 'mudah', 'sulit']"
878,Gam ini bagus bisa mabar bay on dan lain lain kalian coba segera donlod ya kalow ga donlod rugi seru loh ok yerimakasi sekian dari saya MONTON rugi kalian,gam ini bagus bisa mabar bay on dan lain lain kalian coba segera donlod ya kalow ga donlod rugi seru loh ok yerimakasi sekian dari saya monton rugi kalian,gam ini bagus bisa mabar bay on dan lain lain kalian coba segera donlod ya kalow ga donlod rugi seru loh ok yerimakasi sekian dari saya monton rugi kalian,"['gam', 'ini', 'bagus', 'bisa', 'mabar', 'bay', 'on', 'dan', 'lain', 'lain', 'kalian', 'coba', 'segera', 'donlod', 'ya', 'kalow', 'ga', 'donlod', 'rugi', 'seru', 'loh', 'ok', 'yerimakasi', 'sekian', 'dari', 'saya', 'monton', 'rugi', 'kalian']",<FreqDist with 25 samples and 29 outcomes>,"['gam', 'bay', 'coba', 'donlod', 'kalow', 'donlod', 'rugi', 'seru', 'loh', 'yerimakasi', 'monton', 'rugi']","['gim,', 'bay', 'coba', 'donlod', 'kalow', 'donlod', 'rugi', 'seru', 'loh', 'yerimakasi', 'moonton,', 'rugi']","['gim', 'bay', 'coba', 'donlod', 'kalow', 'donlod', 'rugi', 'seru', 'loh', 'yerimakasi', 'moonton', 'rugi']"
879,Jangan lupa bahagia,jangan lupa bahagia,jangan lupa bahagia,"['jangan', 'lupa', 'bahagia']",<FreqDist with 3 samples and 3 outcomes>,"['lupa', 'bahagia']","['lupa', 'bahagia']","['lupa', 'bahagia']"
880,Gem nya sangat bagus,gem nya sangat bagus,gem nya sangat bagus,"['gem', 'nya', 'sangat', 'bagus']",<FreqDist with 4 samples and 4 outcomes>,['gem'],"['gim,']",['gim']
881,Menurut saya permainan ini sangat menyenangkan dan selama saya memainkan game ini tidak ada masalah apapun ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»,menurut saya permainan ini sangat menyenangkan dan selama saya memainkan game ini tidak ada masalah apapun ðÿ‘ðÿ»ðÿ‘ðÿ»ðÿ‘ðÿ»,menurut saya permainan ini sangat menyenangkan dan selama saya memainkan game ini tidak ada masalah apapun,"['menurut', 'saya', 'permainan', 'ini', 'sangat', 'menyenangkan', 'dan', 'selama', 'saya', 'memainkan', 'game', 'ini', 'tidak', 'ada', 'masalah', 'apapun']",<FreqDist with 14 samples and 16 outcomes>,"['permainan', 'menyenangkan', 'memainkan']","['permainan', 'menyenangkan', 'memainkan']","['main', 'senang', 'main']"
882,mobile legends ngapain senang itu AXIS mengapa ngijo dia ini enggak itu orang pakai kau warna bintangnya kotak tolong ngomong kayak gini jangan itu lagi penyebab main mobile legends mobile legends opanya jangan itu lagi komen nangis ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,mobile legends ngapain senang itu axis mengapa ngijo dia ini enggak itu orang pakai kau warna bintangnya kotak tolong ngomong kayak gini jangan itu lagi penyebab main mobile legends mobile legends opanya jangan itu lagi komen nangis ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­,mobile legends ngapain senang itu axis mengapa ngijo dia ini enggak itu orang pakai kau warna bintangnya kotak tolong ngomong kayak gini jangan itu lagi penyebab main mobile legends mobile legends opanya jangan itu lagi komen nangis,"['mobile', 'legends', 'ngapain', 'senang', 'itu', 'axis', 'mengapa', 'ngijo', 'dia', 'ini', 'enggak', 'itu', 'orang', 'pakai', 'kau', 'warna', 'bintangnya', 'kotak', 'tolong', 'ngomong', 'kayak', 'gini', 'jangan', 'itu', 'lagi', 'penyebab', 'main', 'mobile', 'legends', 'mobile', 'legends', 'opanya', 'jangan', 'itu', 'lagi', 'komen', 'nangis']",<FreqDist with 28 samples and 37 outcomes>,"['ngapain', 'senang', 'axis', 'ngijo', 'orang', 'kau', 'warna', 'bintangnya', 'kotak', 'ngomong', 'kayak', 'gini', 'penyebab', 'opanya', 'komen', 'nangis']","['sedangapa,', 'senang', 'axis', 'ngijo', 'orang', 'kamu,', 'warna', 'bintangnya', 'kotak', 'bicara,', 'seperti,', 'begini,', 'penyebab', 'opanya', 'komen', 'menangis,']","['sedangapa', 'senang', 'axis', 'ngijo', 'orang', 'kamu', 'warna', 'bintang', 'kotak', 'bicara', 'seperti', 'begini', 'sebab', 'opa', 'komen', 'menang']"
883,xin zyn,xin zyn,xin zyn,"['xin', 'zyn']",<FreqDist with 2 samples and 2 outcomes>,"['xin', 'zyn']","['xin', 'zyn']","['xin', 'zyn']"
884,Bagus,bagus,bagus,['bagus'],<FreqDist with 1 samples and 1 outcomes>,[],[],[]
885,Game bagus,game bagus,game bagus,"['game', 'bagus']",<FreqDist with 2 samples and 2 outcomes>,[],[],[]
886,Gamenya bagus tapi kadang ad bug sih tpi gpp..lah.. ðŸ—¿,gamenya bagus tapi kadang ad bug sih tpi gpp..lah.. ðÿ—¿,gamenya bagus tapi kadang ad bug sih tpi gpp lah,"['gamenya', 'bagus', 'tapi', 'kadang', 'ad', 'bug', 'sih', 'tpi', 'gpp', 'lah']",<FreqDist with 10 samples and 10 outcomes>,"['gamenya', 'ad', 'tpi', 'gpp']","['gim,', 'ada,', 'tetapi,', 'tidakapa-apa,']","['gim', 'ada', 'tetapi', 'tidakapa-apa']"
887,Py di dan,py di dan,py di dan,"['py', 'di', 'dan']",<FreqDist with 3 samples and 3 outcomes>,['py'],['py'],['py']
888,"Saya sudah bermain dari tahun 2016 (mungkin) dari kelas 5 SD, dan tahun ini kuliah. Gamenya sudah berkembang banget, semakin bagus. Terimakasih untuk developernya. Saya baru kembali setelah hiatus. Terimakasih untuk hadiah comebacknya. Match dan jaringan oke, walaupun ada tim yang super ngeselin, tapi aman aja, karena saya cuma mau bermain santai tanpa emosi. Hehe, thank you!","saya sudah bermain dari tahun 2016 (mungkin) dari kelas 5 sd, dan tahun ini kuliah. gamenya sudah berkembang banget, semakin bagus. terimakasih untuk developernya. saya baru kembali setelah hiatus. terimakasih untuk hadiah comebacknya. match dan jaringan oke, walaupun ada tim yang super ngeselin, tapi aman aja, karena saya cuma mau bermain santai tanpa emosi. hehe, thank you!",saya sudah bermain dari tahun mungkin dari kelas sd dan tahun ini kuliah gamenya sudah berkembang banget semakin bagus terimakasih untuk developernya saya baru kembali setelah hiatus terimakasih untuk hadiah comebacknya match dan jaringan oke walaupun ada tim yang super ngeselin tapi aman aja karena saya cuma mau bermain santai tanpa emosi hehe thank you,"['saya', 'sudah', 'bermain', 'dari', 'tahun', 'mungkin', 'dari', 'kelas', 'sd', 'dan', 'tahun', 'ini', 'kuliah', 'gamenya', 'sudah', 'berkembang', 'banget', 'semakin', 'bagus', 'terimakasih', 'untuk', 'developernya', 'saya', 'baru', 'kembali', 'setelah', 'hiatus', 'terimakasih', 'untuk', 'hadiah', 'comebacknya', 'match', 'dan', 'jaringan', 'oke', 'walaupun', 'ada', 'tim', 'yang', 'super', 'ngeselin', 'tapi', 'aman', 'aja', 'karena', 'saya', 'cuma', 'mau', 'bermain', 'santai', 'tanpa', 'emosi', 'hehe', 'thank', 'you']",<FreqDist with 46 samples and 55 outcomes>,"['kelas', 'sd', 'kuliah', 'gamenya', 'berkembang', 'banget', 'developernya', 'hiatus', 'hadiah', 'comebacknya', 'jaringan', 'oke', 'tim', 'super', 'ngeselin', 'aman', 'santai', 'emosi', 'thank', 'you']","['kelas', 'sd', 'kuliah', 'gim,', 'berkembang', 'banget', 'pembuat,', 'hiatus', 'hadiah', 'comebacknya', 'jaringan', 'oke', 'tim', 'super', 'ngeselin', 'aman', 'santai', 'marah,', 'thank', 'you']","['kelas', 'sd', 'kuliah', 'gim', 'kembang', 'banget', 'buat', 'hiatus', 'hadiah', 'comebacknya', 'jaring', 'oke', 'tim', 'super', 'ngeselin', 'aman', 'santai', 'marah', 'thank', 'you']"
889,ðŸ’ŽðŸ’Ž,ðÿ’žðÿ’ž,,[],<FreqDist with 0 samples and 0 outcomes>,[],[],[]
890,hebat,hebat,hebat,['hebat'],<FreqDist with 1 samples and 1 outcomes>,['hebat'],['hebat'],['hebat']
891,Game terbaik terbanyak dark sistem,game terbaik terbanyak dark sistem,game terbaik terbanyak dark sistem,"['game', 'terbaik', 'terbanyak', 'dark', 'sistem']",<FreqDist with 5 samples and 5 outcomes>,"['terbaik', 'dark', 'sistem']","['terbaik', 'dark', 'sistim,']","['baik', 'dark', 'sistim']"
892,Kau emang terbaik mang,kau emang terbaik mang,kau emang terbaik mang,"['kau', 'emang', 'terbaik', 'mang']",<FreqDist with 4 samples and 4 outcomes>,"['kau', 'terbaik', 'mang']","['kamu,', 'terbaik', 'mang']","['kamu', 'baik', 'mang']"
893,woi kontol kalo kasih tim tu yng ngotak tauk .,woi kontol kalo kasih tim tu yng ngotak tauk .,woi kontol kalo kasih tim tu yng ngotak tauk,"['woi', 'kontol', 'kalo', 'kasih', 'tim', 'tu', 'yng', 'ngotak', 'tauk']",<FreqDist with 9 samples and 9 outcomes>,"['woi', 'kontol', 'kalo', 'tim', 'tu', 'yng', 'tauk']","['woi', 'kontol', 'kalau,', 'tim', 'itu,', 'yang,', 'tahu,']","['woi', 'kontol', 'kalau', 'tim', 'itu', 'yang', 'tahu']"
894,Bagus sih,bagus sih,bagus sih,"['bagus', 'sih']",<FreqDist with 2 samples and 2 outcomes>,[],[],[]
895,aku suka game ini sangat bagus untuk ku,aku suka game ini sangat bagus untuk ku,aku suka game ini sangat bagus untuk ku,"['aku', 'suka', 'game', 'ini', 'sangat', 'bagus', 'untuk', 'ku']",<FreqDist with 8 samples and 8 outcomes>,['suka'],['suka'],['suka']
896,Bgs bngt ak selalu Mabar sama sodara selalu menang tapi pas solo malah kalahðŸ—¿ðŸ—¿ tapi aku suka banget geme ini,bgs bngt ak selalu mabar sama sodara selalu menang tapi pas solo malah kalahðÿ—¿ðÿ—¿ tapi aku suka banget geme ini,bgs bngt ak selalu mabar sama sodara selalu menang tapi pas solo malah kalah tapi aku suka banget geme ini,"['bgs', 'bngt', 'ak', 'selalu', 'mabar', 'sama', 'sodara', 'selalu', 'menang', 'tapi', 'pas', 'solo', 'malah', 'kalah', 'tapi', 'aku', 'suka', 'banget', 'geme', 'ini']",<FreqDist with 18 samples and 20 outcomes>,"['ak', 'sodara', 'menang', 'kalah', 'suka', 'banget']","['aku,', 'sodara', 'menang', 'kalah', 'suka', 'banget']","['aku', 'sodara', 'menang', 'kalah', 'suka', 'banget']"
897,Plis balikin tampilan mlbb kaya dulu jangan terus terusan next karena hp kita jadi penuhðŸ˜­ðŸ˜­ðŸ˜­,plis balikin tampilan mlbb kaya dulu jangan terus terusan next karena hp kita jadi penuhðÿ˜­ðÿ˜­ðÿ˜­,plis balikin tampilan mlbb kaya dulu jangan terus terusan next karena hp kita jadi penuh,"['plis', 'balikin', 'tampilan', 'mlbb', 'kaya', 'dulu', 'jangan', 'terus', 'terusan', 'next', 'karena', 'hp', 'kita', 'jadi', 'penuh']",<FreqDist with 15 samples and 15 outcomes>,"['plis', 'balikin', 'tampilan', 'terusan', 'next', 'penuh']","['tolonh,', 'kembalikan,', 'tampilan', 'terusan', 'lanjut,', 'penuh']","['tolonh', 'kembali', 'tampil', 'terus', 'lanjut', 'penuh']"
898,Bagus,bagus,bagus,['bagus'],<FreqDist with 1 samples and 1 outcomes>,[],[],[]
899,Ya mantap,ya mantap,ya mantap,"['ya', 'mantap']",<FreqDist with 2 samples and 2 outcomes>,['mantap'],['mantap'],['mantap']
900,"Gw bintang 49,kalo kalah gw pindah gem ke HoK","gw bintang 49,kalo kalah gw pindah gem ke hok",gw bintang kalo kalah gw pindah gem ke hok,"['gw', 'bintang', 'kalo', 'kalah', 'gw', 'pindah', 'gem', 'ke', 'hok']",<FreqDist with 8 samples and 9 outcomes>,"['kalo', 'kalah', 'gem', 'hok']","['kalau,', 'kalah', 'gim,', 'hok']","['kalau', 'kalah', 'gim', 'hok']"
901,Game ini sangat bagus sekali,game ini sangat bagus sekali,game ini sangat bagus sekali,"['game', 'ini', 'sangat', 'bagus', 'sekali']",<FreqDist with 5 samples and 5 outcomes>,[],[],[]
902,Saya selalu susah sih mainya tim nya beban aku sudah mytik honor gem nya bagus tapi selalu eror dan aku selalu AFK dan selalu (menghubungkan kembali) bagi kusih mudah tapi kadang bertemu mytik imortal atau glori jadi susah,saya selalu susah sih mainya tim nya beban aku sudah mytik honor gem nya bagus tapi selalu eror dan aku selalu afk dan selalu (menghubungkan kembali) bagi kusih mudah tapi kadang bertemu mytik imortal atau glori jadi susah,saya selalu susah sih mainya tim nya beban aku sudah mytik honor gem nya bagus tapi selalu eror dan aku selalu afk dan selalu menghubungkan kembali bagi kusih mudah tapi kadang bertemu mytik imortal atau glori jadi susah,"['saya', 'selalu', 'susah', 'sih', 'mainya', 'tim', 'nya', 'beban', 'aku', 'sudah', 'mytik', 'honor', 'gem', 'nya', 'bagus', 'tapi', 'selalu', 'eror', 'dan', 'aku', 'selalu', 'afk', 'dan', 'selalu', 'menghubungkan', 'kembali', 'bagi', 'kusih', 'mudah', 'tapi', 'kadang', 'bertemu', 'mytik', 'imortal', 'atau', 'glori', 'jadi', 'susah']",<FreqDist with 29 samples and 38 outcomes>,"['susah', 'mainya', 'tim', 'beban', 'mytik', 'honor', 'gem', 'menghubungkan', 'kusih', 'mudah', 'bertemu', 'mytik', 'imortal', 'glori', 'susah']","['susah', 'mainya', 'tim', 'beban', 'mytik', 'honor', 'gim,', 'menghubungkan', 'kusih', 'mudah', 'bertemu', 'mytik', 'imortal', 'glori', 'susah']","['susah', 'mai', 'tim', 'beban', 'mytik', 'honor', 'gim', 'hubung', 'sih', 'mudah', 'temu', 'mytik', 'imortal', 'glori', 'susah']"
903,seru bangett gamenya,seru bangett gamenya,seru bangett gamenya,"['seru', 'bangett', 'gamenya']",<FreqDist with 3 samples and 3 outcomes>,"['seru', 'bangett', 'gamenya']","['seru', 'bangett', 'gim,']","['seru', 'bangett', 'gim']"
904,wisss seru udah mitik honor cuman ada dark sistem aja dehhðŸ˜,wisss seru udah mitik honor cuman ada dark sistem aja dehhðÿ˜,wisss seru udah mitik honor cuman ada dark sistem aja dehh,"['wisss', 'seru', 'udah', 'mitik', 'honor', 'cuman', 'ada', 'dark', 'sistem', 'aja', 'dehh']",<FreqDist with 11 samples and 11 outcomes>,"['wisss', 'seru', 'mitik', 'honor', 'cuman', 'dark', 'sistem', 'dehh']","['wisss', 'seru', 'mitik', 'honor', 'Cuma,', 'dark', 'sistim,', 'dehh']","['wisss', 'seru', 'mitik', 'honor', 'cuma', 'dark', 'sistim', 'dehh']"
905,"Game ini sangat menarik sampaiÂ² saya tidak bisa untuk berhenti,sampai dimana seekor dark sistem pun muncul","game ini sangat menarik sampaiâ² saya tidak bisa untuk berhenti,sampai dimana seekor dark sistem pun muncul",game ini sangat menarik sampai saya tidak bisa untuk berhenti sampai dimana seekor dark sistem pun muncul,"['game', 'ini', 'sangat', 'menarik', 'sampai', 'saya', 'tidak', 'bisa', 'untuk', 'berhenti', 'sampai', 'dimana', 'seekor', 'dark', 'sistem', 'pun', 'muncul']",<FreqDist with 16 samples and 17 outcomes>,"['menarik', 'berhenti', 'dimana', 'seekor', 'dark', 'sistem', 'muncul']","['menarik', 'berhenti', 'dimana', 'seekor', 'dark', 'sistim,', 'muncul']","['tarik', 'henti', 'mana', 'ekor', 'dark', 'sistim', 'muncul']"
906,Malas main dapat tim dark sistem Mulu bikin org emosi padahal udh bagus game nya malah di bagi namanya dark sistem yang serius lah nonton kalau mau bagi tim tu kasian player yang ngeluh ada lah yang sampai emosi karena tim dark sistem tolong ya monton aku bagi bintang 1 karena prustasi di bagi tim yang trolll Mulu dari awal,malas main dapat tim dark sistem mulu bikin org emosi padahal udh bagus game nya malah di bagi namanya dark sistem yang serius lah nonton kalau mau bagi tim tu kasian player yang ngeluh ada lah yang sampai emosi karena tim dark sistem tolong ya monton aku bagi bintang 1 karena prustasi di bagi tim yang trolll mulu dari awal,malas main dapat tim dark sistem mulu bikin org emosi padahal udh bagus game nya malah di bagi namanya dark sistem yang serius lah nonton kalau mau bagi tim tu kasian player yang ngeluh ada lah yang sampai emosi karena tim dark sistem tolong ya monton aku bagi bintang karena prustasi di bagi tim yang trolll mulu dari awal,"['malas', 'main', 'dapat', 'tim', 'dark', 'sistem', 'mulu', 'bikin', 'org', 'emosi', 'padahal', 'udh', 'bagus', 'game', 'nya', 'malah', 'di', 'bagi', 'namanya', 'dark', 'sistem', 'yang', 'serius', 'lah', 'nonton', 'kalau', 'mau', 'bagi', 'tim', 'tu', 'kasian', 'player', 'yang', 'ngeluh', 'ada', 'lah', 'yang', 'sampai', 'emosi', 'karena', 'tim', 'dark', 'sistem', 'tolong', 'ya', 'monton', 'aku', 'bagi', 'bintang', 'karena', 'prustasi', 'di', 'bagi', 'tim', 'yang', 'trolll', 'mulu', 'dari', 'awal']",<FreqDist with 41 samples and 59 outcomes>,"['malas', 'tim', 'dark', 'sistem', 'mulu', 'bikin', 'org', 'emosi', 'namanya', 'dark', 'sistem', 'serius', 'nonton', 'tim', 'tu', 'kasian', 'player', 'ngeluh', 'emosi', 'tim', 'dark', 'sistem', 'monton', 'prustasi', 'tim', 'trolll', 'mulu']","['malas', 'tim', 'dark', 'sistim,', 'melulu,', 'buat,', 'orang,', 'marah,', 'namanya', 'dark', 'sistim,', 'serius', 'nonton', 'tim', 'itu,', 'kasihan,', 'pengguna,', 'ngeluh', 'marah,', 'tim', 'dark', 'sistim,', 'moonton,', 'prustasi', 'tim', 'trolll', 'melulu,']","['malas', 'tim', 'dark', 'sistim', 'melulu', 'buat', 'orang', 'marah', 'nama', 'dark', 'sistim', 'serius', 'nonton', 'tim', 'itu', 'kasihan', 'guna', 'ngeluh', 'marah', 'tim', 'dark', 'sistim', 'moonton', 'prustasi', 'tim', 'trolll', 'melulu']"
907,Saya sangat suka sudah main bertahun tahun mantap lahðŸ‘ cuma ada problem sedikit kenapa waktu di loby ml di bagian bawahnya ada garis seperti LCD HP yang bermasalah tapi kalo udah keluar dari apk hilang lagi tolong di bantu moonton gmn cara perbaiki nya atau teman teman lain yang tau cara perbaiki nya tolong info,saya sangat suka sudah main bertahun tahun mantap lahðÿ‘ cuma ada problem sedikit kenapa waktu di loby ml di bagian bawahnya ada garis seperti lcd hp yang bermasalah tapi kalo udah keluar dari apk hilang lagi tolong di bantu moonton gmn cara perbaiki nya atau teman teman lain yang tau cara perbaiki nya tolong info,saya sangat suka sudah main bertahun tahun mantap lah cuma ada problem sedikit kenapa waktu di loby ml di bagian bawahnya ada garis seperti lcd hp yang bermasalah tapi kalo udah keluar dari apk hilang lagi tolong di bantu moonton gmn cara perbaiki nya atau teman teman lain yang tau cara perbaiki nya tolong info,"['saya', 'sangat', 'suka', 'sudah', 'main', 'bertahun', 'tahun', 'mantap', 'lah', 'cuma', 'ada', 'problem', 'sedikit', 'kenapa', 'waktu', 'di', 'loby', 'ml', 'di', 'bagian', 'bawahnya', 'ada', 'garis', 'seperti', 'lcd', 'hp', 'yang', 'bermasalah', 'tapi', 'kalo', 'udah', 'keluar', 'dari', 'apk', 'hilang', 'lagi', 'tolong', 'di', 'bantu', 'moonton', 'gmn', 'cara', 'perbaiki', 'nya', 'atau', 'teman', 'teman', 'lain', 'yang', 'tau', 'cara', 'perbaiki', 'nya', 'tolong', 'info']",<FreqDist with 46 samples and 55 outcomes>,"['suka', 'bertahun', 'mantap', 'problem', 'bawahnya', 'garis', 'lcd', 'bermasalah', 'kalo', 'hilang', 'bantu', 'gmn', 'perbaiki', 'teman', 'teman', 'perbaiki', 'info']","['suka', 'bertahun', 'mantap', 'masalah,', 'bawahnya', 'garis', 'lcd', 'bermasalah', 'kalau,', 'hilang', 'bantu', 'bagamana,', 'perbaiki', 'teman', 'teman', 'perbaiki', 'informasi,']","['suka', 'tahun', 'mantap', 'masalah', 'bawah', 'garis', 'lcd', 'masalah', 'kalau', 'hilang', 'bantu', 'bagamana', 'baik', 'teman', 'teman', 'baik', 'informasi']"
908,Bagus sekali tidak dengan permainan lainnya,bagus sekali tidak dengan permainan lainnya,bagus sekali tidak dengan permainan lainnya,"['bagus', 'sekali', 'tidak', 'dengan', 'permainan', 'lainnya']",<FreqDist with 6 samples and 6 outcomes>,['permainan'],['permainan'],['main']
909,Game Terbaik!!,game terbaik!!,game terbaik,"['game', 'terbaik']",<FreqDist with 2 samples and 2 outcomes>,['terbaik'],['terbaik'],['baik']
910,Game nya sangat bagus dan player nya pun juga sangat pada ramah dan saya pun senang,game nya sangat bagus dan player nya pun juga sangat pada ramah dan saya pun senang,game nya sangat bagus dan player nya pun juga sangat pada ramah dan saya pun senang,"['game', 'nya', 'sangat', 'bagus', 'dan', 'player', 'nya', 'pun', 'juga', 'sangat', 'pada', 'ramah', 'dan', 'saya', 'pun', 'senang']",<FreqDist with 12 samples and 16 outcomes>,"['player', 'ramah', 'senang']","['pengguna,', 'ramah', 'senang']","['guna', 'ramah', 'senang']"
